State of Geography A,County Name of Geography A,State of Geography B,County Name of Geography B,B-A_Estimate,MOE,A-B_Estimate,MOE,Net_Estimate,MOE,Gross_Estimate,MOE
Georgia,Cobb County,Florida,Manatee County,0,,93,94,-93,94,93,94
Georgia,Cobb County,Florida,Marion County,36,60,69,108,-33,120,105,127
Georgia,Cobb County,Florida,Miami-Dade County,188,126,100,87,88,144,288,161
Georgia,Cobb County,Florida,Monroe County,12,20,0,,12,20,12,20
Georgia,Cobb County,Florida,Nassau County,31,36,46,51,-15,63,77,61
Georgia,Cobb County,Florida,Okaloosa County,5,12,72,52,-67,52,77,54
Georgia,Cobb County,Florida,Okeechobee County,0,,10,16,-10,16,10,16
Georgia,Cobb County,Florida,Orange County,359,225,277,182,82,284,636,295
Georgia,Cobb County,Florida,Osceola County,29,27,23,39,6,48,52,48
Georgia,Cobb County,Florida,Palm Beach County,117,127,465,379,-348,400,582,400
Georgia,Cobb County,Florida,Pasco County,71,97,36,36,35,101,107,105
Georgia,Cobb County,Florida,Pinellas County,55,65,195,149,-140,164,250,162
Georgia,Cobb County,Florida,Polk County,186,258,119,67,67,267,305,266
Georgia,Cobb County,Florida,St. Johns County,37,58,104,90,-67,111,141,104
Georgia,Cobb County,Florida,Santa Rosa County,64,54,30,40,34,68,94,66
Georgia,Cobb County,Florida,Sarasota County,51,53,0,,51,53,51,53
Georgia,Cobb County,Florida,Seminole County,98,129,0,,98,129,98,129
Georgia,Cobb County,Florida,Sumter County,0,,20,35,-20,35,20,35
Georgia,Cobb County,Florida,Volusia County,71,80,80,61,-9,108,151,93
Georgia,Cobb County,Florida,Walton County,0,,62,73,-62,73,62,73
Georgia,Cobb County,Georgia,Appling County,60,94,11,16,49,96,71,95
Georgia,Cobb County,Georgia,Bacon County,17,31,0,,17,31,17,31
Georgia,Cobb County,Georgia,Baldwin County,243,172,106,60,137,187,349,178
Georgia,Cobb County,Georgia,Barrow County,13,25,32,33,-19,41,45,41
Georgia,Cobb County,Georgia,Bartow County,628,275,981,366,-353,467,"1,609",449
Georgia,Cobb County,Georgia,Ben Hill County,1,3,0,,1,3,1,3
Georgia,Cobb County,Georgia,Berrien County,12,23,0,,12,23,12,23
Georgia,Cobb County,Georgia,Bibb County,208,152,283,137,-75,213,491,195
Georgia,Cobb County,Georgia,Bleckley County,14,21,11,19,3,27,25,30
Georgia,Cobb County,Georgia,Brantley County,1,2,29,47,-28,48,30,47
Georgia,Cobb County,Georgia,Brooks County,0,,7,12,-7,12,7,12
Georgia,Cobb County,Georgia,Bryan County,0,,97,103,-97,103,97,103
Georgia,Cobb County,Georgia,Bulloch County,247,162,277,99,-30,177,524,202
Georgia,Cobb County,Georgia,Burke County,33,52,4,8,29,53,37,53
Georgia,Cobb County,Georgia,Butts County,41,50,49,38,-8,63,90,62
Georgia,Cobb County,Georgia,Calhoun County,11,19,12,15,-1,25,23,25
Georgia,Cobb County,Georgia,Camden County,0,,20,26,-20,26,20,26
Georgia,Cobb County,Georgia,Carroll County,351,168,383,145,-32,219,734,224
Georgia,Cobb County,Georgia,Catoosa County,122,92,11,18,111,88,133,99
Georgia,Cobb County,Georgia,Chatham County,379,291,292,112,87,296,671,328
Georgia,Cobb County,Georgia,Chattooga County,0,,4,9,-4,9,4,9
Georgia,Cobb County,Georgia,Cherokee County,"3,465","1,134","5,817","1,139","-2,352","1,612","9,282","1,601"
Georgia,Cobb County,Georgia,Clarke County,735,308,"1,439",312,-704,421,"2,174",455
Georgia,Cobb County,Georgia,Clayton County,"1,385",399,"1,494",607,-109,696,"2,879",755
Georgia,Cobb County,Georgia,Clinch County,0,,4,8,-4,8,4,8
Georgia,Cobb County,Georgia,Coffee County,1,2,6,8,-5,8,7,8
Georgia,Cobb County,Georgia,Colquitt County,35,121,2,5,33,121,37,120
Georgia,Cobb County,Georgia,Columbia County,216,171,877,555,-661,534,"1,093",625
Georgia,Cobb County,Georgia,Cook County,0,,2,3,-2,3,2,3
Georgia,Cobb County,Georgia,Coweta County,62,46,167,109,-105,114,229,122
Georgia,Cobb County,Georgia,Crawford County,0,,13,17,-13,17,13,17
Georgia,Cobb County,Georgia,Crisp County,26,44,0,,26,44,26,44
Georgia,Cobb County,Georgia,Dawson County,0,,102,74,-102,74,102,74
Georgia,Cobb County,Georgia,Decatur County,41,61,27,20,14,64,68,64
Georgia,Cobb County,Georgia,DeKalb County,"3,650","1,024","2,210",407,"1,440","1,068","5,860","1,136"
Georgia,Cobb County,Georgia,Dodge County,45,46,0,,45,46,45,46
Georgia,Cobb County,Georgia,Dooly County,1,2,3,4,-2,4,4,5
Georgia,Cobb County,Georgia,Dougherty County,231,223,158,91,73,249,389,233
Georgia,Cobb County,Georgia,Douglas County,"1,679",574,"2,293",723,-614,951,"3,972",896
Georgia,Cobb County,Georgia,Effingham County,44,46,0,,44,46,44,46
Georgia,Cobb County,Georgia,Elbert County,0,,27,41,-27,41,27,41
Georgia,Cobb County,Georgia,Emanuel County,8,15,6,12,2,19,14,20
Georgia,Cobb County,Georgia,Fannin County,31,33,5,10,26,35,36,34
Georgia,Cobb County,Georgia,Fayette County,527,222,144,121,383,281,671,220
Georgia,Cobb County,Georgia,Floyd County,157,128,234,137,-77,191,391,184
Georgia,Cobb County,Georgia,Forsyth County,739,243,"1,335",504,-596,541,"2,074",578
Georgia,Cobb County,Georgia,Franklin County,0,,11,21,-11,21,11,21
Georgia,Cobb County,Georgia,Fulton County,"10,929","1,229","7,352","1,087","3,577","1,650","18,281","1,633"
Georgia,Cobb County,Georgia,Gilmer County,76,71,148,106,-72,127,224,127
Georgia,Cobb County,Georgia,Glascock County,0,,4,6,-4,6,4,6
Georgia,Cobb County,Georgia,Glynn County,99,73,123,109,-24,129,222,134
Georgia,Cobb County,Georgia,Gordon County,218,197,78,93,140,217,296,220
Georgia,Cobb County,Georgia,Greene County,0,,67,72,-67,72,67,72
Georgia,Cobb County,Georgia,Gwinnett County,"2,324",737,"1,547",472,777,912,"3,871",837
Georgia,Cobb County,Georgia,Habersham County,67,92,47,45,20,94,114,111
Georgia,Cobb County,Georgia,Hall County,144,95,158,119,-14,154,302,149
Georgia,Cobb County,Georgia,Hancock County,0,,20,27,-20,27,20,27
Georgia,Cobb County,Georgia,Haralson County,26,32,18,21,8,40,44,37
Georgia,Cobb County,Georgia,Harris County,49,62,59,69,-10,95,108,90
Georgia,Cobb County,Georgia,Hart County,83,116,16,23,67,120,99,116
Georgia,Cobb County,Georgia,Henry County,"1,055",301,118,90,937,317,"1,173",311
Georgia,Cobb County,Georgia,Houston County,505,480,156,141,349,479,661,521
Georgia,Cobb County,Georgia,Jackson County,41,46,22,30,19,57,63,51
Georgia,Cobb County,Georgia,Jasper County,1,3,0,,1,3,1,3
Georgia,Cobb County,Georgia,Jefferson County,12,23,6,12,6,26,18,26
Georgia,Cobb County,Georgia,Johnson County,0,,1,2,-1,2,1,2
Georgia,Cobb County,Georgia,Lamar County,33,55,10,12,23,56,43,56
Georgia,Cobb County,Georgia,Laurens County,14,17,24,34,-10,38,38,38
Georgia,Cobb County,Georgia,Lee County,21,32,21,33,0,48,42,44
Georgia,Cobb County,Georgia,Liberty County,7,11,44,55,-37,58,51,54
Georgia,Cobb County,Georgia,Lowndes County,137,175,42,45,95,177,179,184
Georgia,Cobb County,Georgia,Lumpkin County,24,29,7,14,17,33,31,31
Georgia,Cobb County,Georgia,McIntosh County,40,60,0,,40,60,40,60
Georgia,Cobb County,Georgia,Macon County,0,,1,4,-1,4,1,4
Georgia,Cobb County,Georgia,Meriwether County,0,,3,6,-3,6,3,6
Georgia,Cobb County,Georgia,Mitchell County,0,,26,23,-26,23,26,23
Georgia,Cobb County,Georgia,Monroe County,0,,22,20,-22,20,22,20
Georgia,Cobb County,Georgia,Morgan County,0,,16,27,-16,27,16,27
Georgia,Cobb County,Georgia,Murray County,0,,33,53,-33,53,33,53
Georgia,Cobb County,Georgia,Muscogee County,591,478,233,162,358,526,824,483
Georgia,Cobb County,Georgia,Newton County,50,53,5,9,45,54,55,54
Georgia,Cobb County,Georgia,Oconee County,10,19,170,151,-160,152,180,152
Georgia,Cobb County,Georgia,Oglethorpe County,5,10,10,15,-5,17,15,19
Georgia,Cobb County,Georgia,Paulding County,"1,698",433,"2,909",832,"-1,211",935,"4,607",940
Georgia,Cobb County,Georgia,Peach County,26,29,14,18,12,34,40,35
Georgia,Cobb County,Georgia,Pickens County,65,76,343,196,-278,184,408,234
Georgia,Cobb County,Georgia,Pierce County,8,16,11,15,-3,21,19,21
Georgia,Cobb County,Georgia,Pike County,7,15,0,,7,15,7,15
Georgia,Cobb County,Georgia,Polk County,49,82,178,108,-129,136,227,134
Georgia,Cobb County,Georgia,Pulaski County,0,,60,88,-60,88,60,88
Georgia,Cobb County,Georgia,Putnam County,0,,109,106,-109,106,109,106
Georgia,Cobb County,Georgia,Rabun County,51,85,9,15,42,85,60,87
Georgia,Cobb County,Georgia,Richmond County,424,330,145,86,279,348,569,334
Georgia,Cobb County,Georgia,Rockdale County,123,85,194,176,-71,202,317,187
Georgia,Cobb County,Georgia,Screven County,0,,9,16,-9,16,9,16
Georgia,Cobb County,Georgia,Spalding County,79,120,44,44,35,127,123,128
Georgia,Cobb County,Georgia,Stephens County,0,,46,40,-46,40,46,40
Georgia,Cobb County,Georgia,Sumter County,5,7,10,16,-5,18,15,18
Georgia,Cobb County,Georgia,Tattnall County,28,46,63,32,-35,54,91,58
Georgia,Cobb County,Georgia,Terrell County,0,,3,7,-3,7,3,7
Georgia,Cobb County,Georgia,Thomas County,48,62,4,9,44,63,52,63
Georgia,Cobb County,Georgia,Tift County,73,69,0,,73,69,73,69
Georgia,Cobb County,Georgia,Toombs County,161,251,0,,161,251,161,251
Georgia,Cobb County,Georgia,Towns County,11,18,66,53,-55,56,77,57
Georgia,Cobb County,Georgia,Treutlen County,0,,5,11,-5,11,5,11
Georgia,Cobb County,Georgia,Troup County,20,28,95,91,-75,95,115,95
Georgia,Cobb County,Georgia,Turner County,0,,2,5,-2,5,2,5
Georgia,Cobb County,Georgia,Union County,14,23,12,19,2,30,26,30
Georgia,Cobb County,Georgia,Upson County,1,3,0,,1,3,1,3
Georgia,Cobb County,Georgia,Walker County,37,55,8,16,29,58,45,57
Georgia,Cobb County,Georgia,Walton County,146,119,3,4,143,118,149,119
Georgia,Cobb County,Georgia,Ware County,0,,1,4,-1,4,1,4
Georgia,Cobb County,Georgia,Washington County,10,17,0,,10,17,10,17
Georgia,Cobb County,Georgia,Wayne County,0,,2,4,-2,4,2,4
Georgia,Cobb County,Georgia,White County,8,13,9,13,-1,19,17,18
Georgia,Cobb County,Georgia,Whitfield County,300,228,137,109,163,252,437,254
Georgia,Cobb County,Georgia,Wilcox County,0,,5,9,-5,9,5,9
Georgia,Cobb County,Georgia,Worth County,155,208,20,37,135,211,175,212
Georgia,Cobb County,Hawaii,Honolulu County,59,71,8,9,51,72,67,71
Georgia,Cobb County,Hawaii,Kauai County,0,,7,11,-7,11,7,11
Georgia,Cobb County,Idaho,Ada County,0,,72,87,-72,87,72,87
Georgia,Cobb County,Idaho,Bonneville County,84,137,0,,84,137,84,137
Georgia,Cobb County,Idaho,Boundary County,0,,1,2,-1,2,1,2
Georgia,Cobb County,Idaho,Madison County,64,64,0,,64,64,64,64
Georgia,Cobb County,Illinois,Cook County,785,490,139,75,646,500,924,492
Georgia,Cobb County,Illinois,DeKalb County,0,,4,6,-4,6,4,6
Georgia,Cobb County,Illinois,DuPage County,34,56,55,42,-21,67,89,72
Georgia,Cobb County,Illinois,Iroquois County,0,,4,5,-4,5,4,5
Georgia,Cobb County,Illinois,Lake County,134,116,21,33,113,120,155,122
Georgia,Cobb County,Illinois,Madison County,40,61,44,66,-4,89,84,90
Georgia,Cobb County,Illinois,Peoria County,0,,50,60,-50,60,50,60
Georgia,Cobb County,Illinois,St. Clair County,182,161,0,,182,161,182,161
Georgia,Cobb County,Illinois,Will County,59,93,18,28,41,100,77,95
Georgia,Cobb County,Indiana,Allen County,15,25,48,57,-33,62,63,62
Georgia,Cobb County,Indiana,Bartholomew County,27,31,0,,27,31,27,31
Georgia,Cobb County,Indiana,Clark County,130,151,0,,130,151,130,151
Georgia,Cobb County,Indiana,Delaware County,73,110,0,,73,110,73,110
Georgia,Cobb County,Indiana,Elkhart County,0,,19,32,-19,32,19,32
Georgia,Cobb County,Indiana,Floyd County,2,5,0,,2,5,2,5
Georgia,Cobb County,Indiana,Greene County,0,,6,7,-6,7,6,7
Georgia,Cobb County,Indiana,Hamilton County,38,44,0,,38,44,38,44
Georgia,Cobb County,Indiana,Knox County,0,,13,19,-13,19,13,19
Georgia,Cobb County,Indiana,Lawrence County,0,,14,24,-14,24,14,24
Georgia,Cobb County,Indiana,Marion County,0,,115,94,-115,94,115,94
Georgia,Cobb County,Indiana,Miami County,0,,7,10,-7,10,7,10
Georgia,Cobb County,Indiana,Monroe County,14,23,0,,14,23,14,23
Georgia,Cobb County,Indiana,St. Joseph County,15,27,5,8,10,29,20,28
Georgia,Cobb County,Indiana,Steuben County,6,12,0,,6,12,6,12
Georgia,Cobb County,Indiana,Tippecanoe County,0,,102,94,-102,94,102,94
Georgia,Cobb County,Indiana,Vanderburgh County,0,,21,25,-21,25,21,25
Georgia,Cobb County,Indiana,Warren County,0,,4,8,-4,8,4,8
Georgia,Cobb County,Iowa,Black Hawk County,0,,22,35,-22,35,22,35
Georgia,Cobb County,Iowa,Dallas County,0,,87,135,-87,135,87,135
Georgia,Cobb County,Iowa,Dubuque County,0,,10,16,-10,16,10,16
Georgia,Cobb County,Iowa,Johnson County,43,72,0,,43,72,43,72
Georgia,Cobb County,Iowa,Polk County,27,42,20,32,7,52,47,53
Georgia,Cobb County,Iowa,Wapello County,92,136,0,,92,136,92,136
Georgia,Cobb County,Iowa,Warren County,0,,18,22,-18,22,18,22
Georgia,Cobb County,Iowa,Winneshiek County,0,,26,27,-26,27,26,27
Georgia,Cobb County,Kansas,Douglas County,28,33,23,27,5,43,51,42
Georgia,Cobb County,Kansas,Leavenworth County,0,,7,12,-7,12,7,12
Georgia,Cobb County,Kansas,Sedgwick County,458,372,82,80,376,385,540,375
Georgia,Cobb County,Kansas,Seward County,0,,5,12,-5,12,5,12
Georgia,Cobb County,Kansas,Wyandotte County,0,,42,65,-42,65,42,65
Georgia,Cobb County,Kentucky,Adair County,0,,5,11,-5,11,5,11
Georgia,Cobb County,Kentucky,Bath County,0,,5,8,-5,8,5,8
Georgia,Cobb County,Kentucky,Boyle County,0,,6,13,-6,13,6,13
Georgia,Cobb County,Kentucky,Christian County,16,25,0,,16,25,16,25
Georgia,Cobb County,Kentucky,Fayette County,55,67,44,43,11,73,99,86
Georgia,Cobb County,Kentucky,Jefferson County,108,133,9,12,99,133,117,134
Georgia,Cobb County,Kentucky,Taylor County,0,,5,9,-5,9,5,9
Georgia,Cobb County,Kentucky,Warren County,0,,9,17,-9,17,9,17
Georgia,Cobb County,Kentucky,Whitley County,0,,7,13,-7,13,7,13
Georgia,Cobb County,Louisiana,Caddo Parish,11,18,0,,11,18,11,18
Georgia,Cobb County,Louisiana,East Baton Rouge Parish,42,61,0,,42,61,42,61
Georgia,Cobb County,Louisiana,East Carroll Parish,0,,11,19,-11,19,11,19
Georgia,Cobb County,Louisiana,Jefferson Parish,73,91,25,24,48,93,98,94
Georgia,Cobb County,Louisiana,Lafayette Parish,11,19,0,,11,19,11,19
Georgia,Cobb County,Louisiana,Livingston Parish,38,59,0,,38,59,38,59
Georgia,Cobb County,Louisiana,Orleans Parish,41,64,120,109,-79,127,161,126
Georgia,Cobb County,Louisiana,Ouachita Parish,257,157,0,,257,157,257,157
Georgia,Cobb County,Louisiana,St. Bernard Parish,59,93,0,,59,93,59,93
Georgia,Cobb County,Louisiana,St. Tammany Parish,0,,73,70,-73,70,73,70
Georgia,Cobb County,Louisiana,Tangipahoa Parish,44,63,148,213,-104,222,192,222
Georgia,Cobb County,Louisiana,Terrebonne Parish,0,,38,51,-38,51,38,51
Georgia,Cobb County,Louisiana,West Baton Rouge Parish,0,,7,14,-7,14,7,14
Georgia,Cobb County,Louisiana,West Feliciana Parish,15,26,0,,15,26,15,26
Georgia,Cobb County,Maine,Hancock County,0,,3,7,-3,7,3,7
Georgia,Cobb County,Maine,Washington County,0,,1,3,-1,3,1,3
Georgia,Cobb County,Maryland,Anne Arundel County,161,221,78,129,83,259,239,253
Georgia,Cobb County,Maryland,Carroll County,0,,14,23,-14,23,14,23
Georgia,Cobb County,Maryland,Charles County,10,17,0,,10,17,10,17
Georgia,Cobb County,Maryland,Frederick County,0,,96,75,-96,75,96,75
Georgia,Cobb County,Maryland,Howard County,157,211,0,,157,211,157,211
Georgia,Cobb County,Maryland,Montgomery County,10,15,45,39,-35,37,55,46
Georgia,Cobb County,Maryland,Prince George's County,25,28,112,143,-87,144,137,147
Georgia,Cobb County,Maryland,Washington County,5,7,0,,5,7,5,7
Georgia,Cobb County,Maryland,Baltimore City,28,55,26,31,2,64,54,63
Georgia,Cobb County,Massachusetts,Berkshire County,0,,5,9,-5,9,5,9
Georgia,Cobb County,Massachusetts,Bristol County,56,71,1,2,55,71,57,71
Georgia,Cobb County,Massachusetts,Essex County,76,126,0,,76,126,76,126
Georgia,Cobb County,Massachusetts,Hampden County,0,,24,32,-24,32,24,32
Georgia,Cobb County,Massachusetts,Middlesex County,111,118,0,,111,118,111,118
Georgia,Cobb County,Massachusetts,Norfolk County,34,55,345,385,-311,392,379,385
Georgia,Cobb County,Massachusetts,Plymouth County,0,,12,21,-12,21,12,21
Georgia,Cobb County,Massachusetts,Suffolk County,62,108,36,64,26,127,98,124
Georgia,Cobb County,Massachusetts,Worcester County,0,,9,15,-9,15,9,15
Georgia,Cobb County,Michigan,Berrien County,0,,33,42,-33,42,33,42
Georgia,Cobb County,Michigan,Branch County,30,40,0,,30,40,30,40
Georgia,Cobb County,Michigan,Genesee County,0,,3,4,-3,4,3,4
Georgia,Cobb County,Michigan,Houghton County,54,77,0,,54,77,54,77
Georgia,Cobb County,Michigan,Ingham County,63,116,0,,63,116,63,116
Georgia,Cobb County,Michigan,Isabella County,0,,16,26,-16,26,16,26
Georgia,Cobb County,Michigan,Jackson County,0,,5,9,-5,9,5,9
Georgia,Cobb County,Michigan,Kalamazoo County,54,83,0,,54,83,54,83
Georgia,Cobb County,Michigan,Kalkaska County,0,,49,45,-49,45,49,45
Georgia,Cobb County,Michigan,Kent County,0,,56,75,-56,75,56,75
Georgia,Cobb County,Michigan,Livingston County,0,,14,20,-14,20,14,20
Georgia,Cobb County,Michigan,Muskegon County,0,,31,31,-31,31,31,31
Georgia,Cobb County,Michigan,Oakland County,94,99,50,42,44,108,144,108
Georgia,Cobb County,Michigan,Washtenaw County,0,,15,22,-15,22,15,22
Georgia,Cobb County,Michigan,Wayne County,58,67,16,24,42,73,74,69
Georgia,Cobb County,Minnesota,Chisago County,0,,17,19,-17,19,17,19
Georgia,Cobb County,Minnesota,Hennepin County,189,186,41,42,148,188,230,193
Georgia,Cobb County,Minnesota,Olmsted County,0,,7,12,-7,12,7,12
Georgia,Cobb County,Minnesota,Ramsey County,0,,27,40,-27,40,27,40
Georgia,Cobb County,Minnesota,Scott County,180,232,0,,180,232,180,232
Georgia,Cobb County,Minnesota,Swift County,0,,1,2,-1,2,1,2
Georgia,Cobb County,Mississippi,Adams County,17,32,39,44,-22,53,56,55
Georgia,Cobb County,Mississippi,Bolivar County,5,8,0,,5,8,5,8
Georgia,Cobb County,Mississippi,Coahoma County,0,,11,21,-11,21,11,21
Georgia,Cobb County,Mississippi,Covington County,0,,10,17,-10,17,10,17
Georgia,Cobb County,Mississippi,Forrest County,0,,4,9,-4,9,4,9
Georgia,Cobb County,Mississippi,Harrison County,0,,39,67,-39,67,39,67
Georgia,Cobb County,Mississippi,Hinds County,105,132,9,18,96,133,114,133
Georgia,Cobb County,Mississippi,Lauderdale County,24,36,0,,24,36,24,36
Georgia,Cobb County,Mississippi,Leflore County,135,172,1,3,134,172,136,172
Georgia,Cobb County,Mississippi,Madison County,0,,193,259,-193,259,193,259
Georgia,Cobb County,Mississippi,Oktibbeha County,0,,13,19,-13,19,13,19
Georgia,Cobb County,Mississippi,Rankin County,22,33,18,29,4,45,40,43
Georgia,Cobb County,Mississippi,Union County,17,21,0,,17,21,17,21
Georgia,Cobb County,Mississippi,Walthall County,18,34,0,,18,34,18,34
Georgia,Cobb County,Missouri,Boone County,0,,5,11,-5,11,5,11
Georgia,Cobb County,Missouri,Cass County,0,,28,38,-28,38,28,38
Georgia,Cobb County,Missouri,Jackson County,12,22,44,71,-32,75,56,74
Georgia,Cobb County,Missouri,Jefferson County,62,127,0,,62,127,62,127
Georgia,Cobb County,Missouri,Lawrence County,0,,175,179,-175,179,175,179
Georgia,Cobb County,Missouri,McDonald County,0,,2,3,-2,3,2,3
Georgia,Cobb County,Missouri,St. Louis County,104,88,18,18,86,92,122,88
Georgia,Cobb County,Missouri,St. Louis City,77,127,58,69,19,147,135,143
Georgia,Cobb County,Montana,Cascade County,0,,5,8,-5,8,5,8
Georgia,Cobb County,Montana,Madison County,0,,2,3,-2,3,2,3
Georgia,Cobb County,Montana,Missoula County,53,78,112,131,-59,155,165,150
Georgia,Cobb County,Nebraska,Douglas County,79,87,0,,79,87,79,87
Georgia,Cobb County,Nebraska,Lancaster County,128,219,0,,128,219,128,219
Georgia,Cobb County,Nevada,Clark County,6,9,98,88,-92,88,104,88
Georgia,Cobb County,Nevada,Washoe County,0,,31,45,-31,45,31,45
Georgia,Cobb County,New Hampshire,Grafton County,0,,3,6,-3,6,3,6
Georgia,Cobb County,New Hampshire,Hillsborough County,0,,6,11,-6,11,6,11
Georgia,Cobb County,New Jersey,Atlantic County,0,,16,20,-16,20,16,20
Georgia,Cobb County,New Jersey,Bergen County,13,19,77,54,-64,58,90,56
Georgia,Cobb County,New Jersey,Burlington County,15,28,1,2,14,27,16,28
Georgia,Cobb County,New Jersey,Camden County,0,,21,37,-21,37,21,37
Georgia,Cobb County,New Jersey,Essex County,71,92,0,,71,92,71,92
Georgia,Cobb County,New Jersey,Gloucester County,31,50,21,20,10,54,52,54
Georgia,Cobb County,New Jersey,Hudson County,24,40,0,,24,40,24,40
Georgia,Cobb County,New Jersey,Mercer County,0,,137,70,-137,70,137,70
Georgia,Cobb County,New Jersey,Middlesex County,66,78,464,146,-398,155,530,175
Georgia,Cobb County,New Jersey,Monmouth County,26,32,0,,26,32,26,32
Georgia,Cobb County,New Jersey,Morris County,16,25,0,,16,25,16,25
Georgia,Cobb County,New Jersey,Ocean County,34,53,25,35,9,65,59,61
Georgia,Cobb County,New Jersey,Passaic County,0,,16,18,-16,18,16,18
Georgia,Cobb County,New Jersey,Salem County,219,374,0,,219,374,219,374
